iter	Passed	Remaining
0	5	5443
1	10	5406
2	16	5590
3	25	6255
4	34	6766
5	38	6313
6	42	6073
7	47	5880
8	51	5615
9	55	5532
10	60	5432
11	67	5556
12	74	5650
13	78	5548
14	83	5476
15	87	5350
16	90	5242
17	93	5096
18	96	4967
19	98	4843
20	101	4736
21	104	4623
22	106	4537
23	108	4428
24	111	4334
25	113	4254
26	115	4170
27	117	4086
28	120	4027
29	122	3976
30	125	3911
31	127	3860
32	130	3812
33	133	3791
34	135	3743
35	138	3719
36	141	3687
37	144	3650
38	147	3625
39	150	3604
40	152	3578
41	155	3545
42	158	3517
43	160	3484
44	163	3473
45	167	3465
46	169	3446
47	173	3435
48	176	3417
49	179	3415
50	183	3422
51	187	3416
52	190	3405
53	194	3407
54	197	3400
55	202	3415
56	206	3413
57	209	3401
58	216	3453
59	219	3432
60	221	3409
61	224	3394
62	229	3406
63	238	3491
64	245	3537
65	255	3612
66	263	3666
67	266	3653
68	269	3641
69	272	3620
70	280	3670
71	288	3720
72	297	3774
73	309	3872
74	320	3953
75	327	3982
76	334	4012
77	338	4005
78	344	4021
79	351	4037
80	353	4014
81	360	4039
82	370	4087
83	374	4083
84	377	4063
85	381	4053
86	385	4046
87	389	4035
88	392	4015
89	395	3995
90	398	3980
91	401	3966
92	404	3945
93	406	3921
94	410	3907
95	412	3885
96	415	3869
97	418	3853
98	422	3844
99	425	3830
100	428	3817
101	431	3801
102	434	3781
103	438	3773
104	440	3755
105	443	3741
106	447	3731
107	450	3721
108	453	3710
109	458	3710
110	462	3706
111	466	3696
112	470	3693
113	473	3683
114	477	3673
115	480	3660
116	483	3647
117	486	3636
118	489	3624
119	493	3622
120	496	3605
121	499	3595
122	503	3590
123	507	3584
124	511	3578
125	514	3567
126	518	3564
127	522	3559
128	531	3585
129	538	3605
130	543	3605
131	548	3604
132	551	3594
133	554	3584
134	556	3567
135	559	3553
136	561	3537
137	565	3529
138	568	3523
139	572	3515
140	582	3549
141	587	3551
142	592	3552
143	602	3582
144	608	3588
145	622	3638
146	629	3652
147	634	3653
148	638	3647
149	642	3639
150	645	3629
151	649	3623
152	653	3618
153	658	3620
154	662	3611
155	665	3598
156	667	3583
157	670	3573
158	673	3562
159	676	3551
160	679	3539
161	682	3528
162	685	3517
163	688	3509
164	691	3499
165	694	3489
166	697	3479
167	699	3466
168	703	3457
169	705	3446
170	708	3433
171	710	3421
172	713	3410
173	717	3403
174	719	3392
175	721	3378
176	725	3375
177	728	3364
178	731	3353
179	735	3351
180	739	3345
181	742	3336
182	746	3333
183	750	3327
184	754	3324
185	758	3320
186	762	3316
187	766	3312
188	770	3307
189	774	3299
190	780	3305
191	784	3301
192	790	3304
193	795	3304
194	802	3311
195	810	3323
196	814	3318
197	817	3312
198	822	3309
199	825	3303
200	828	3293
201	834	3296
202	844	3317
203	847	3308
204	855	3318
205	858	3307
206	863	3307
207	875	3334
208	889	3367
209	898	3380
210	905	3387
211	913	3394
212	920	3401
213	923	3393
214	928	3388
215	932	3383
216	936	3378
217	940	3374
218	944	3369
219	949	3365
220	954	3363
221	957	3356
222	963	3357
223	971	3366
224	975	3361
225	983	3369
226	990	3374
227	994	3365
228	997	3358
229	1003	3361
230	1008	3357
231	1017	3369
232	1026	3378
233	1030	3374
234	1036	3373
235	1041	3372
236	1047	3372
237	1054	3375
238	1060	3375
239	1069	3388
240	1075	3386
241	1078	3378
242	1083	3376
243	1089	3375
244	1093	3369
245	1099	3368
246	1104	3366
247	1112	3374
248	1120	3379
249	1123	3371
250	1126	3361
251	1133	3363
252	1138	3360
253	1143	3358
254	1148	3354
255	1151	3347
256	1158	3348
257	1162	3343
258	1167	3339
259	1171	3335
260	1175	3329
261	1181	3328
262	1185	3322
263	1188	3314
264	1191	3305
265	1194	3297
266	1197	3288
