iter	Accuracy	Logloss
0	0.8117206983	0.6760370996
1	0.8117206983	0.660852672
2	0.8154613466	0.647951655
3	0.8117206983	0.6353290415
4	0.8117206983	0.6229550725
5	0.8117206983	0.6113129195
6	0.8117206983	0.600268684
7	0.8117206983	0.5899225574
8	0.8117206983	0.5806705356
9	0.8117206983	0.5707330767
10	0.8117206983	0.5629281875
11	0.8117206983	0.5555901016
12	0.8117206983	0.5486146202
13	0.8117206983	0.5426783082
14	0.8117206983	0.5367864454
15	0.8117206983	0.5322070171
16	0.8142144638	0.5269681817
17	0.8179551122	0.5220687957
18	0.8179551122	0.5187106409
19	0.8167082294	0.5136215303
20	0.8241895262	0.5108422911
21	0.8117206983	0.5086601707
22	0.812967581	0.5040416966
23	0.8117206983	0.499161796
24	0.8117206983	0.4956833587
25	0.8142144638	0.4916937463
26	0.8154613466	0.4887593356
27	0.8154613466	0.4872635114
28	0.8167082294	0.4849966635
29	0.8167082294	0.4829983666
30	0.819201995	0.479217008
31	0.8204488778	0.477771787
32	0.8179551122	0.4752291259
33	0.819201995	0.4728696379
34	0.8216957606	0.4705316808
35	0.8204488778	0.4688421414
36	0.825436409	0.4656571383
37	0.8241895262	0.4626393352
38	0.825436409	0.4599653991
39	0.8279301746	0.4584379083
40	0.8266832918	0.4570196467
41	0.8266832918	0.4558490639
42	0.8279301746	0.4544199134
43	0.825436409	0.4527341802
44	0.825436409	0.4518024762
45	0.825436409	0.4501842421
46	0.825436409	0.4486091563
47	0.8266832918	0.4473718872
48	0.8266832918	0.4458242976
49	0.8279301746	0.4442556023
50	0.8329177057	0.4425236605
51	0.8329177057	0.4406878904
52	0.8316708229	0.4394714901
53	0.8316708229	0.4385186273
54	0.8316708229	0.437449125
55	0.8316708229	0.4356340624
56	0.8329177057	0.4344593534
57	0.8329177057	0.4341419861
58	0.8329177057	0.4327484886
59	0.8316708229	0.4315301975
60	0.8341645885	0.4298135778
61	0.8354114713	0.4280213119
62	0.8366583541	0.4268188386
63	0.8366583541	0.4256795672
64	0.8391521197	0.4242782862
65	0.8391521197	0.423099264
66	0.8391521197	0.4225583445
67	0.8391521197	0.4220514864
68	0.8403990025	0.4211752021
69	0.8403990025	0.4204486714
70	0.8403990025	0.4203293892
71	0.8403990025	0.4197390626
72	0.8403990025	0.4190916367
73	0.8403990025	0.4183040199
74	0.8403990025	0.4177058704
75	0.8403990025	0.4169280439
76	0.8403990025	0.4167399479
77	0.8403990025	0.4156549058
78	0.8403990025	0.4148847885
79	0.8403990025	0.414644779
80	0.8403990025	0.414302787
81	0.8403990025	0.4134881792
82	0.8403990025	0.4129769693
83	0.8403990025	0.4124395644
84	0.8403990025	0.412026826
85	0.8416458853	0.4115751116
86	0.8416458853	0.4110769202
87	0.8416458853	0.4098434484
88	0.8416458853	0.4098366719
89	0.8428927681	0.4091874445
