iter	Accuracy	Logloss
0	0.7927590512	0.6757181275
1	0.7952559301	0.659110979
2	0.7902621723	0.6452449128
3	0.8052434457	0.6322284381
4	0.8127340824	0.6189472287
5	0.8127340824	0.6065167097
6	0.8102372035	0.5945973661
7	0.8102372035	0.5850656524
8	0.8127340824	0.5764032205
9	0.8127340824	0.5673756454
10	0.8127340824	0.558884035
11	0.8127340824	0.5508666167
12	0.8102372035	0.543047904
13	0.8064918851	0.5375633812
14	0.8052434457	0.5306070832
15	0.8039950062	0.5243421175
16	0.8102372035	0.5188537921
17	0.8127340824	0.5135410978
18	0.8127340824	0.5082206671
19	0.8127340824	0.5022719819
20	0.8139825218	0.498107115
21	0.8127340824	0.4927660225
22	0.8139825218	0.4874347935
23	0.8139825218	0.486021585
24	0.8139825218	0.4828308121
25	0.8127340824	0.4795392262
26	0.8127340824	0.474903987
27	0.8139825218	0.4733423945
28	0.8127340824	0.4708413509
29	0.8114856429	0.4683118682
30	0.8127340824	0.4652780011
31	0.8152309613	0.4642515816
32	0.8152309613	0.4618833336
33	0.8152309613	0.4601876706
34	0.8164794007	0.4578630541
35	0.8214731586	0.455121517
36	0.8264669164	0.4541901122
37	0.8252184769	0.4520369415
38	0.8239700375	0.4501246765
39	0.8252184769	0.4483786912
40	0.8252184769	0.4469032337
41	0.822721598	0.4456298074
42	0.822721598	0.4447737374
43	0.8239700375	0.443204124
44	0.8214731586	0.4424779766
45	0.822721598	0.4411925389
46	0.822721598	0.4399564792
47	0.822721598	0.4388811646
48	0.8239700375	0.438264963
49	0.8239700375	0.4370398306
50	0.8214731586	0.4350568283
51	0.822721598	0.4327900602
52	0.8252184769	0.4315102925
53	0.8277153558	0.4293459917
54	0.8289637953	0.4281656422
55	0.8277153558	0.4273812897
56	0.8277153558	0.4260080369
57	0.8277153558	0.4247797412
58	0.8277153558	0.4241269675
59	0.8277153558	0.4233864489
60	0.8264669164	0.4224422273
61	0.8277153558	0.4210359334
62	0.8302122347	0.4191953848
63	0.8302122347	0.4181715066
64	0.8314606742	0.4173565112
65	0.8314606742	0.4164256758
66	0.8314606742	0.4153752371
67	0.8314606742	0.414817525
68	0.8314606742	0.4143169834
69	0.8314606742	0.4137639672
70	0.8314606742	0.4127126735
71	0.8302122347	0.4120322408
72	0.8302122347	0.4116615486
73	0.8302122347	0.4113108792
74	0.8314606742	0.4106746289
75	0.8314606742	0.4101671496
76	0.8314606742	0.4097099284
77	0.8314606742	0.4089112711
78	0.8339575531	0.4076440398
79	0.8339575531	0.4069375276
80	0.8339575531	0.4063832059
81	0.8339575531	0.4055729157
82	0.8339575531	0.4053460024
83	0.8339575531	0.4046011105
84	0.8339575531	0.4037737471
85	0.8339575531	0.4033075211
86	0.8352059925	0.4019271679
87	0.836454432	0.4011002635
88	0.836454432	0.4008577428
89	0.8352059925	0.4003791459
90	0.836454432	0.3998411572
91	0.836454432	0.3993392299
92	0.836454432	0.3989152889
93	0.836454432	0.3983892345
94	0.836454432	0.3978942615
95	0.8377028714	0.3975201017
96	0.8377028714	0.3972517385
97	0.8377028714	0.3966406674
98	0.8377028714	0.3963508709
99	0.8377028714	0.3961289287
100	0.836454432	0.3956874105
101	0.836454432	0.3953016222
102	0.836454432	0.3947917687
103	0.836454432	0.3943259545
104	0.836454432	0.394060907
105	0.836454432	0.3935636721
106	0.836454432	0.3928100294
107	0.836454432	0.3922936305
108	0.836454432	0.3918376865
109	0.8377028714	0.3913651531
110	0.8401997503	0.3900011689
111	0.8389513109	0.3899104061
112	0.8389513109	0.3894949714
113	0.8401997503	0.3893353863
114	0.8389513109	0.3890723016
115	0.8389513109	0.3884926003
116	0.8389513109	0.3884344137
117	0.8401997503	0.3880083163
118	0.8401997503	0.3878000324
119	0.8414481898	0.3872363759
120	0.8414481898	0.3871310323
121	0.8414481898	0.3868628942
122	0.8414481898	0.386694778
123	0.8414481898	0.386545645
124	0.8414481898	0.3862338026
125	0.8414481898	0.385984004
126	0.8414481898	0.3858081937
127	0.8414481898	0.3854312284
128	0.8414481898	0.3852302049
129	0.8414481898	0.3849285905
130	0.8414481898	0.3847587155
131	0.8414481898	0.3843311079
132	0.8401997503	0.3842041756
