iter	Passed	Remaining
0	6	6834
1	13	6523
2	17	5800
3	21	5333
4	26	5205
5	30	4977
6	35	4969
7	39	4939
8	43	4802
9	46	4623
10	51	4653
11	54	4470
12	59	4545
13	65	4627
14	71	4712
15	77	4753
16	82	4750
17	86	4745
18	91	4725
19	95	4680
20	98	4609
21	102	4550
22	106	4505
23	110	4484
24	114	4455
25	117	4414
26	122	4419
27	133	4627
28	144	4841
29	149	4817
30	153	4786
31	155	4710
32	158	4641
33	161	4581
34	164	4525
35	166	4462
36	169	4405
37	172	4367
38	175	4320
39	178	4283
40	181	4235
41	184	4197
42	186	4152
43	188	4102
44	191	4055
45	193	4016
46	196	3984
47	199	3950
48	203	3954
49	209	3987
50	214	3989
51	220	4012
52	223	3986
53	226	3964
54	230	3954
55	233	3937
56	237	3923
57	241	3927
58	245	3917
59	249	3902
60	252	3894
61	256	3880
62	259	3865
63	263	3860
64	267	3846
65	270	3829
66	274	3828
67	278	3816
68	280	3788
69	284	3782
70	288	3777
71	292	3767
72	296	3759
73	301	3770
74	307	3789
75	311	3782
76	319	3831
77	330	3910
78	347	4049
79	356	4102
80	366	4162
81	379	4249
82	385	4260
83	394	4300
84	419	4514
85	434	4620
86	441	4629
87	446	4622
88	463	4745
89	470	4760
90	476	4764
91	480	4746
92	485	4733
93	489	4715
94	492	4690
95	495	4669
96	499	4654
97	503	4635
98	508	4628
99	512	4609
100	515	4584
101	519	4571
102	523	4554
103	527	4541
104	530	4525
105	533	4499
106	537	4489
107	542	4476
108	553	4522
109	560	4532
110	564	4518
111	570	4526
112	578	4544
113	583	4538
114	590	4544
115	597	4550
116	605	4568
117	614	4592
118	619	4584
119	624	4579
120	630	4577
121	634	4566
122	638	4552
123	643	4544
124	648	4536
125	653	4533
126	658	4524
127	663	4518
128	669	4519
129	674	4511
130	679	4508
131	683	4496
132	686	4476
133	690	4464
134	695	4456
135	699	4445
136	704	4440
137	709	4433
138	715	4432
139	721	4429
140	725	4421
141	729	4410
142	735	4409
143	739	4393
144	742	4379
145	746	4368
146	751	4361
147	756	4355
148	761	4350
149	766	4345
150	771	4338
151	775	4326
152	779	4316
153	785	4313
154	791	4316
155	796	4309
156	805	4326
157	815	4343
158	827	4374
159	836	4391
160	843	4396
161	848	4389
162	853	4382
163	857	4372
164	862	4363
165	866	4354
166	870	4341
167	875	4336
168	880	4329
169	883	4315
170	887	4301
171	892	4294
172	895	4283
173	900	4273
174	904	4263
175	908	4253
176	912	4241
177	917	4235
178	921	4228
179	926	4221
180	935	4232
181	939	4221
182	943	4212
183	949	4209
184	958	4221
185	963	4217
186	972	4228
187	985	4257
188	992	4260
189	997	4252
190	1005	4258
191	1011	4256
192	1013	4238
193	1019	4233
194	1027	4242
195	1031	4232
196	1037	4229
197	1041	4220
198	1046	4213
199	1051	4207
200	1056	4200
201	1060	4188
202	1065	4182
203	1070	4178
204	1074	4166
205	1078	4157
206	1082	4147
207	1086	4138
208	1091	4132
209	1096	4123
210	1101	4119
211	1107	4115
212	1112	4109
213	1117	4103
214	1123	4101
215	1129	4099
216	1135	4097
217	1140	4091
218	1146	4087
219	1155	4096
220	1165	4109
221	1173	4113
222	1176	4100
223	1182	4097
224	1188	4094
225	1194	4092
226	1199	4084
227	1205	4081
228	1235	4161
229	1242	4159
230	1250	4162
231	1258	4165
232	1262	4156
233	1268	4153
234	1275	4151
235	1281	4149
236	1286	4140
237	1290	4131
238	1295	4125
239	1301	4120
240	1309	4125
241	1315	4120
242	1330	4144
243	1338	4145
244	1346	4148
245	1352	4145
246	1356	4135
247	1360	4125
248	1363	4112
249	1366	4099
250	1369	4086
251	1376	4086
252	1379	4073
253	1382	4059
254	1385	4047
255	1389	4038
256	1394	4030
257	1398	4022
258	1404	4017
259	1408	4007
260	1411	3997
261	1416	3990
262	1421	3982
263	1426	3976
264	1431	3970
265	1436	3964
266	1442	3961
267	1446	3951
268	1450	3942
269	1455	3934
