iter	Accuracy	Logloss
0	0.7865168539	0.6790078374
1	0.7865168539	0.6639216256
2	0.7865168539	0.6536969983
3	0.7865168539	0.640754864
4	0.7865168539	0.6284037874
5	0.7865168539	0.6168702288
6	0.7865168539	0.6057608933
7	0.7990012484	0.5952038991
8	0.7990012484	0.5868196212
9	0.7990012484	0.5782073023
10	0.7990012484	0.5695663959
11	0.7990012484	0.5644920097
12	0.7990012484	0.5556020422
13	0.7990012484	0.5510887874
14	0.7965043695	0.5449838307
15	0.7952559301	0.5386045911
16	0.7965043695	0.5349637066
17	0.7952559301	0.5292254149
18	0.7952559301	0.5242343219
19	0.7965043695	0.5202252913
20	0.7952559301	0.5156542824
21	0.7965043695	0.5127457367
22	0.7952559301	0.5081416564
23	0.7952559301	0.5034750704
24	0.7952559301	0.4997937886
25	0.7952559301	0.4959623554
26	0.7952559301	0.4925153811
27	0.7965043695	0.4896487294
28	0.7952559301	0.4867379131
29	0.797752809	0.4838452813
30	0.7965043695	0.4820660894
31	0.797752809	0.4796480139
32	0.797752809	0.4761302971
33	0.8002496879	0.4748562725
34	0.8002496879	0.4727553349
35	0.8027465668	0.4708504651
36	0.8064918851	0.4689189331
37	0.8114856429	0.4675420707
38	0.8127340824	0.4658071446
39	0.8127340824	0.4643080257
40	0.8214731586	0.4623807593
41	0.8189762797	0.4609630568
42	0.8189762797	0.4589836401
43	0.8177278402	0.4572481071
44	0.8189762797	0.4549041147
45	0.8177278402	0.4535054719
46	0.8177278402	0.4524162325
47	0.8177278402	0.4507806207
48	0.8177278402	0.4494564333
49	0.8177278402	0.448570499
50	0.8189762797	0.447780334
51	0.8177278402	0.4451337762
52	0.8202247191	0.4438512178
53	0.8202247191	0.4431728044
54	0.8189762797	0.4420763505
55	0.8214731586	0.4405689162
56	0.8214731586	0.4389176543
57	0.8264669164	0.436782115
58	0.8264669164	0.4362099799
59	0.8264669164	0.4350218246
60	0.8264669164	0.4343266988
61	0.8264669164	0.4331395465
62	0.8277153558	0.4319593851
63	0.8277153558	0.431216861
64	0.8277153558	0.4301693594
65	0.8289637953	0.429372681
66	0.8289637953	0.4279370805
67	0.8314606742	0.425601695
68	0.8314606742	0.4253255941
69	0.8327091136	0.4241258497
70	0.8339575531	0.4237906225
71	0.8339575531	0.4229962233
72	0.836454432	0.4215621649
73	0.836454432	0.4207867113
74	0.8352059925	0.4193722809
75	0.8339575531	0.4182215391
76	0.8339575531	0.4174629743
77	0.8339575531	0.4168446086
78	0.8339575531	0.4162604388
79	0.8352059925	0.4158061003
80	0.8352059925	0.4151733206
81	0.8352059925	0.4142273699
82	0.8352059925	0.4139052272
83	0.8352059925	0.4135521248
84	0.8352059925	0.4133283613
85	0.8352059925	0.4131028434
86	0.8352059925	0.4126210809
87	0.8352059925	0.4125599015
88	0.8377028714	0.4116622794
89	0.8389513109	0.4110021511
90	0.8389513109	0.4103063183
91	0.8389513109	0.4099817594
92	0.8389513109	0.4097468164
93	0.8377028714	0.4090065524
94	0.8377028714	0.4088740019
95	0.8377028714	0.4085361662
96	0.8377028714	0.4082319253
97	0.8377028714	0.4080061541
98	0.8377028714	0.4069489752
99	0.8389513109	0.4059656427
100	0.8389513109	0.4058215135
101	0.8389513109	0.4057009772
102	0.8389513109	0.4049971876
103	0.8389513109	0.403551277
104	0.8389513109	0.4031909727
105	0.8389513109	0.4031518449
106	0.8389513109	0.4029551552
107	0.8389513109	0.4027240565
108	0.8389513109	0.4021678254
109	0.8389513109	0.4015113618
110	0.8389513109	0.4008749343
111	0.8389513109	0.4005433011
112	0.8389513109	0.4000956447
113	0.8389513109	0.3998060786
114	0.8389513109	0.3994065195
115	0.8389513109	0.399174421
116	0.8389513109	0.3988334234
117	0.8389513109	0.3987271243
118	0.8389513109	0.3985812232
119	0.8401997503	0.3984021234
120	0.8401997503	0.398132817
121	0.8401997503	0.3980358142
122	0.8401997503	0.3979143001
123	0.8389513109	0.3973385538
124	0.8389513109	0.3970480883
125	0.8389513109	0.3968708777
126	0.8389513109	0.3964779727
127	0.8389513109	0.3963097429
128	0.8389513109	0.3960975763
129	0.8389513109	0.3957059652
130	0.8401997503	0.3954341345
131	0.8401997503	0.3949115275
132	0.8401997503	0.3948202646
133	0.8401997503	0.3941271707
134	0.8414481898	0.3937434397
135	0.8414481898	0.393450884
136	0.8414481898	0.3934503141
137	0.8414481898	0.3932705623
138	0.8414481898	0.3931777869
139	0.8414481898	0.3929543123
140	0.8426966292	0.392428811
141	0.8401997503	0.3919776727
142	0.8414481898	0.3917364896
143	0.8414481898	0.3912560795
144	0.8414481898	0.3907963901
145	0.8401997503	0.3904857833
146	0.8414481898	0.390283439
147	0.8414481898	0.3901734651
148	0.8414481898	0.3900374809
149	0.8414481898	0.3897808753
150	0.8414481898	0.3890131237
151	0.8414481898	0.3889698856
152	0.8414481898	0.3886970794
153	0.8439450687	0.3880947598
154	0.8439450687	0.3876965297
155	0.8439450687	0.3875388042
156	0.8439450687	0.3872204132
157	0.8439450687	0.387170032
158	0.8439450687	0.386956823
159	0.8439450687	0.3867706377
160	0.8439450687	0.3865037937
161	0.8451935081	0.3858433176
162	0.8451935081	0.3856117843
163	0.8439450687	0.3854496391
164	0.8451935081	0.3847600388
165	0.8439450687	0.3846380337
166	0.8439450687	0.3845143943
167	0.8439450687	0.3843204111
168	0.8439450687	0.3840127865
169	0.8439450687	0.3837250586
170	0.8439450687	0.3837250316
171	0.8439450687	0.3829567273
172	0.8451935081	0.3829266125
173	0.8451935081	0.3827556648
174	0.8451935081	0.3825098106
175	0.8464419476	0.3823891154
176	0.8464419476	0.3823740689
177	0.8464419476	0.3820789487
178	0.8451935081	0.3817814007
179	0.8451935081	0.381539925
180	0.8451935081	0.3813417844
181	0.8451935081	0.3812226346
182	0.8451935081	0.3811130105
183	0.8439450687	0.3808646409
184	0.8439450687	0.380547269
185	0.8426966292	0.3803092883
186	0.8426966292	0.3801840492
187	0.8426966292	0.3798949596
188	0.8426966292	0.3798045522
189	0.8464419476	0.3790804543
190	0.8451935081	0.3789046495
191	0.8464419476	0.3786263685
192	0.8464419476	0.3786263469
193	0.8464419476	0.3785146959
194	0.8464419476	0.3782977458
195	0.8451935081	0.3782973483
196	0.847690387	0.3780403365
197	0.847690387	0.378000335
198	0.847690387	0.3778448265
199	0.847690387	0.3776847404
200	0.8464419476	0.3775572256
201	0.847690387	0.3774908407
202	0.8501872659	0.37732861
203	0.8501872659	0.3771810698
204	0.8489388265	0.3767824647
205	0.8489388265	0.3767435037
206	0.8489388265	0.3764395793
207	0.8501872659	0.3762319352
208	0.8501872659	0.3760459473
209	0.8501872659	0.3759743855
210	0.8489388265	0.3758347423
211	0.8489388265	0.3757681674
212	0.8514357054	0.3753724118
213	0.8514357054	0.3752912086
214	0.8514357054	0.3750398392
215	0.8514357054	0.3749316604
216	0.8526841448	0.3747247849
217	0.8526841448	0.3744838203
218	0.8526841448	0.3741925564
219	0.8526841448	0.3741694265
220	0.8539325843	0.3738389542
221	0.8539325843	0.3737499447
222	0.8551810237	0.3735950198
223	0.8564294632	0.3735310222
224	0.8564294632	0.3735224832
225	0.8564294632	0.3734863428
226	0.8551810237	0.3729694927
227	0.8551810237	0.3728960615
228	0.8551810237	0.3726884448
229	0.8551810237	0.3726260969
230	0.8551810237	0.3724175843
231	0.8551810237	0.3722504861
232	0.8551810237	0.3722132566
233	0.8551810237	0.3720228856
234	0.8539325843	0.3719219797
235	0.8539325843	0.3718675141
236	0.8539325843	0.3718426572
237	0.8551810237	0.3716200659
238	0.8564294632	0.3713841946
239	0.8564294632	0.3713294844
240	0.8564294632	0.3711985569
241	0.8576779026	0.3710285384
242	0.8564294632	0.370982815
243	0.8564294632	0.3708758035
244	0.8576779026	0.3705843164
245	0.8576779026	0.3703741844
246	0.8576779026	0.3702584203
247	0.8589263421	0.3700743764
248	0.8589263421	0.3700348855
249	0.8589263421	0.3699441305
250	0.8576779026	0.3698811634
251	0.8589263421	0.3697182895
252	0.8564294632	0.3696186943
253	0.8564294632	0.3694807268
254	0.8564294632	0.3692880428
255	0.8576779026	0.3691899021
256	0.8576779026	0.3691381767
257	0.8589263421	0.3690815151
258	0.8576779026	0.3688301527
259	0.8589263421	0.3686760593
260	0.8589263421	0.3685442738
261	0.8589263421	0.3684633774
262	0.8601747815	0.3684051064
263	0.8601747815	0.368312023
264	0.8601747815	0.3682509248
265	0.8601747815	0.3681833608
266	0.861423221	0.3680574702
267	0.861423221	0.3679203692
268	0.861423221	0.3678666768
269	0.861423221	0.3678091612
270	0.861423221	0.3676758638
271	0.861423221	0.3676398121
272	0.8601747815	0.3675885724
273	0.8601747815	0.3674536828
274	0.8601747815	0.36728148
275	0.8601747815	0.3671493594
276	0.861423221	0.3670300688
277	0.8601747815	0.3668756736
278	0.8601747815	0.3667791808
279	0.8601747815	0.3666174944
280	0.861423221	0.3664651414
281	0.861423221	0.3664320356
282	0.861423221	0.3663775106
283	0.861423221	0.3661570791
284	0.861423221	0.366046178
285	0.8626716604	0.3659278667
286	0.8626716604	0.3656059473
287	0.8626716604	0.3654290232
288	0.861423221	0.3651728663
289	0.861423221	0.3650707
290	0.861423221	0.364918832
291	0.861423221	0.364682467
292	0.861423221	0.364601645
293	0.861423221	0.3645265178
294	0.861423221	0.3644770131
295	0.861423221	0.3643638607
296	0.861423221	0.3642031791
297	0.861423221	0.3640071612
298	0.861423221	0.3639599947
299	0.861423221	0.3639144135
300	0.8626716604	0.3636676032
301	0.8626716604	0.3636288618
302	0.861423221	0.363453824
303	0.8626716604	0.3632381104
