iter	Passed	Remaining
0	3	3951
1	9	4724
2	12	4222
3	15	3863
4	19	3915
5	22	3697
6	28	4073
7	36	4525
8	42	4642
9	49	4934
10	56	5093
11	74	6112
12	80	6139
13	86	6113
14	91	5987
15	98	6030
16	102	5949
17	110	6022
18	118	6144
19	123	6060
20	127	5944
21	131	5842
22	136	5802
23	139	5688
24	145	5677
25	151	5677
26	157	5667
27	163	5668
28	167	5617
29	172	5588
30	177	5563
31	183	5541
32	188	5523
33	193	5510
34	198	5472
35	203	5451
36	209	5463
37	215	5450
38	218	5394
39	222	5336
40	225	5284
41	229	5238
42	233	5196
43	236	5139
44	240	5096
45	243	5055
46	247	5026
47	251	4984
48	254	4946
49	258	4903
50	261	4868
51	265	4839
52	268	4804
53	272	4771
54	275	4742
55	279	4713
56	283	4686
57	286	4655
58	289	4616
59	292	4583
60	295	4553
61	298	4520
62	301	4489
63	306	4477
64	310	4472
65	314	4449
66	316	4408
67	319	4380
68	324	4380
69	328	4367
70	334	4374
71	339	4377
72	343	4367
73	349	4375
74	354	4367
75	358	4357
76	363	4360
77	368	4356
78	372	4346
79	377	4337
80	380	4321
81	385	4320
82	390	4314
83	396	4318
84	402	4329
85	407	4325
86	410	4303
87	413	4283
88	420	4302
89	423	4282
90	426	4257
91	431	4258
92	438	4275
93	444	4280
94	456	4352
95	461	4345
96	476	4437
97	486	4476
98	495	4506
99	503	4532
100	515	4591
101	523	4607
102	530	4621
103	539	4651
104	546	4658
105	552	4659
106	559	4666
107	571	4718
108	584	4779
109	595	4821
110	603	4837
111	608	4824
112	613	4812
113	617	4799
114	620	4774
115	623	4754
116	627	4734
117	630	4714
118	643	4760
119	648	4757
120	655	4762
121	661	4757
122	667	4759
123	673	4756
124	678	4752
125	684	4746
126	689	4738
127	694	4730
128	700	4730
129	703	4711
130	708	4699
131	714	4695
132	723	4716
133	730	4722
134	735	4713
135	740	4707
136	746	4701
137	751	4696
138	757	4691
139	762	4682
140	767	4673
141	772	4669
142	779	4670
143	784	4661
144	787	4645
145	792	4636
146	797	4626
147	802	4618
148	810	4630
149	814	4612
150	817	4597
151	820	4577
152	824	4562
153	827	4544
154	830	4525
155	833	4507
156	836	4492
157	840	4480
158	844	4469
159	848	4455
160	852	4445
161	855	4427
162	859	4413
163	863	4401
164	867	4389
165	871	4377
166	875	4364
167	878	4350
168	881	4335
169	885	4323
170	888	4309
171	893	4300
172	896	4285
173	899	4269
174	902	4252
175	905	4241
176	910	4233
177	914	4222
178	917	4208
179	921	4197
180	925	4187
181	929	4176
182	931	4158
183	936	4153
184	941	4147
185	948	4151
186	951	4137
187	958	4137
188	964	4137
189	970	4136
190	975	4132
191	979	4122
192	983	4113
193	987	4101
194	990	4089
195	993	4077
196	1004	4094
197	1008	4085
198	1011	4073
199	1015	4063
200	1019	4053
201	1023	4042
202	1028	4036
203	1031	4023
204	1034	4012
205	1038	4002
206	1041	3988
207	1045	3979
208	1049	3971
209	1053	3961
210	1056	3950
211	1062	3950
212	1068	3947
213	1074	3946
214	1080	3943
215	1085	3941
216	1089	3932
217	1095	3928
218	1101	3927
219	1106	3924
220	1112	3920
221	1115	3910
222	1124	3916
223	1129	3914
224	1133	3903
225	1135	3888
226	1137	3875
227	1141	3866
228	1146	3859
229	1151	3854
230	1158	3855
231	1166	3862
232	1173	3864
233	1179	3859
234	1184	3855
235	1190	3853
236	1199	3862
237	1212	3883
238	1219	3883
239	1226	3882
240	1232	3880
241	1237	3875
242	1240	3863
243	1244	3855
244	1252	3861
245	1259	3859
246	1265	3858
247	1270	3851
248	1273	3840
249	1277	3832
250	1280	3822
251	1284	3813
252	1287	3802
253	1291	3792
254	1293	3780
255	1298	3774
256	1302	3766
257	1307	3759
258	1310	3748
259	1313	3737
260	1317	3729
261	1320	3720
262	1325	3714
263	1330	3708
264	1334	3700
265	1336	3688
266	1340	3679
267	1343	3670
268	1347	3662
269	1350	3652
270	1354	3643
271	1359	3638
272	1363	3629
273	1368	3627
274	1374	3623
275	1379	3619
276	1384	3613
277	1390	3611
278	1397	3610
279	1403	3609
280	1409	3605
281	1413	3597
282	1416	3588
283	1419	3579
284	1422	3568
285	1425	3559
286	1429	3550
287	1432	3541
288	1436	3533
289	1439	3524
290	1443	3515
291	1446	3507
292	1450	3499
293	1453	3490
294	1457	3482
295	1461	3475
296	1465	3468
297	1468	3459
298	1472	3452
299	1476	3444
300	1480	3436
301	1483	3429
302	1487	3422
303	1491	3414
304	1493	3404
305	1498	3398
306	1502	3392
307	1506	3385
308	1510	3378
309	1517	3376
310	1522	3373
311	1528	3370
312	1534	3368
313	1540	3365
314	1545	3361
315	1550	3356
316	1554	3349
317	1558	3341
318	1561	3333
319	1565	3327
320	1569	3320
321	1573	3313
322	1577	3307
323	1582	3300
324	1586	3295
325	1590	3288
326	1597	3286
327	1605	3289
328	1612	3287
329	1615	3280
330	1619	3272
331	1623	3265
332	1626	3257
333	1630	3250
334	1633	3242
335	1639	3240
336	1645	3237
337	1653	3239
338	1660	3236
339	1668	3239
340	1685	3258
341	1692	3255
342	1698	3253
343	1703	3247
344	1706	3240
345	1710	3233
346	1714	3227
347	1719	3221
348	1721	3211
349	1724	3203
350	1728	3196
351	1732	3188
352	1735	3181
353	1739	3174
354	1742	3166
355	1746	3159
356	1750	3152
357	1754	3145
358	1757	3137
359	1760	3130
360	1763	3121
361	1767	3114
362	1770	3107
363	1774	3100
364	1778	3093
365	1781	3085
366	1788	3084
367	1794	3082
368	1799	3076
369	1804	3072
370	1808	3066
371	1814	3063
372	1820	3059
373	1824	3054
374	1831	3051
375	1837	3049
376	1843	3046
377	1848	3041
378	1853	3036
379	1856	3029
380	1859	3021
381	1862	3013
382	1866	3006
383	1872	3004
384	1876	2997
385	1880	2991
386	1884	2984
387	1887	2977
388	1890	2969
389	1894	2963
390	1898	2957
391	1902	2950
392	1906	2944
393	1909	2936
394	1912	2929
395	1916	2923
396	1921	2918
397	1925	2912
398	1930	2908
399	1936	2904
400	1940	2899
401	1946	2896
402	1951	2890
403	1957	2887
404	1966	2889
405	1971	2884
406	1974	2877
407	1979	2872
408	1983	2866
409	1986	2858
410	1991	2854
411	1995	2847
412	1999	2841
413	2002	2834
414	2006	2828
415	2010	2822
416	2013	2815
417	2018	2809
418	2021	2802
419	2025	2796
420	2028	2789
421	2031	2782
422	2035	2776
423	2039	2770
424	2043	2764
425	2047	2758
426	2051	2752
427	2054	2745
428	2060	2742
429	2064	2736
430	2068	2730
431	2073	2726
432	2079	2723
433	2088	2723
434	2092	2718
435	2097	2713
436	2100	2706
437	2104	2700
438	2108	2693
439	2111	2687
440	2114	2680
441	2118	2674
442	2121	2667
443	2125	2661
444	2128	2654
445	2132	2648
446	2135	2641
447	2138	2635
448	2141	2628
449	2144	2621
450	2147	2614
451	2150	2607
452	2154	2601
453	2157	2594
454	2160	2588
455	2164	2582
456	2169	2578
457	2177	2576
458	2183	2573
459	2194	2575
460	2202	2574
461	2208	2571
462	2214	2568
463	2219	2564
464	2225	2560
465	2230	2556
466	2235	2551
467	2239	2545
468	2244	2541
469	2248	2535
470	2252	2529
471	2256	2523
472	2259	2517
473	2262	2511
474	2266	2505
475	2270	2499
