iter	Passed	Remaining
0	7	7456
1	12	6452
2	17	5844
3	23	5942
4	27	5500
5	29	4956
6	33	4696
7	40	5058
8	45	4966
9	48	4826
10	54	4866
11	58	4847
12	64	4909
13	69	4878
14	76	5007
15	80	4966
16	87	5033
17	92	5055
18	102	5270
19	108	5336
20	116	5433
21	126	5609
22	142	6065
23	145	5929
24	159	6216
25	166	6221
26	172	6234
27	177	6165
28	185	6200
29	189	6122
30	191	6000
31	195	5926
32	200	5862
33	204	5797
34	207	5708
35	209	5613
36	212	5527
37	214	5441
38	217	5365
39	219	5279
40	222	5200
41	225	5135
42	228	5077
43	230	5015
44	233	4960
45	236	4901
46	238	4839
47	241	4782
48	243	4726
49	245	4668
50	247	4614
51	250	4560
52	252	4515
53	255	4476
54	258	4433
55	260	4391
56	263	4353
57	265	4309
58	267	4266
59	269	4229
60	272	4199
61	276	4185
62	280	4169
63	283	4147
64	287	4133
65	290	4109
66	293	4090
67	296	4066
68	300	4048
69	302	4024
70	305	4001
71	308	3979
72	311	3955
73	314	3939
74	317	3914
75	319	3890
76	322	3868
77	325	3842
78	327	3820
79	329	3794
80	332	3770
81	335	3752
82	338	3741
83	341	3723
84	343	3701
85	346	3682
86	350	3678
87	353	3660
88	354	3631
89	357	3611
90	360	3596
91	362	3575
92	365	3565
93	367	3545
94	370	3530
95	373	3517
96	375	3500
97	379	3495
98	382	3480
99	385	3467
100	388	3454
101	390	3437
102	393	3423
103	395	3410
104	398	3400
105	401	3387
106	405	3380
107	406	3359
108	409	3347
109	414	3356
110	420	3365
111	424	3367
112	430	3377
113	440	3421
114	446	3433
115	457	3482
116	471	3554
117	477	3568
118	485	3591
119	491	3606
120	502	3649
121	510	3673
122	518	3695
123	523	3700
124	526	3683
125	529	3673
126	532	3660
127	535	3648
128	538	3637
129	541	3620
130	543	3607
131	547	3598
132	549	3584
133	552	3572
134	555	3558
135	557	3544
136	560	3533
137	564	3526
138	567	3513
139	571	3512
140	578	3525
141	581	3512
142	585	3506
143	588	3497
144	591	3489
145	595	3483
146	599	3480
147	603	3473
148	606	3466
149	609	3453
150	613	3449
151	617	3447
152	620	3434
153	623	3422
154	626	3414
155	628	3402
156	631	3389
157	633	3378
158	636	3367
159	639	3355
160	641	3341
161	643	3328
162	647	3322
163	649	3312
164	652	3300
165	655	3291
166	658	3283
167	660	3272
168	663	3262
169	666	3253
170	669	3243
171	671	3234
172	674	3222
173	676	3212
174	679	3202
175	682	3193
176	684	3183
177	686	3172
178	689	3163
179	693	3158
180	696	3149
181	699	3143
182	701	3132
183	704	3125
184	711	3133
185	714	3128
186	717	3120
187	726	3136
188	735	3154
189	743	3168
190	755	3200
191	767	3228
192	775	3242
193	784	3260
194	792	3269
195	796	3268
196	804	3277
197	818	3316
198	832	3350
199	842	3370
200	860	3422
201	897	3545
202	911	3580
203	920	3590
204	926	3593
205	940	3623
206	950	3641
207	955	3640
208	958	3629
209	961	3618
210	968	3622
211	971	3612
212	975	3604
213	978	3595
214	982	3585
215	985	3577
216	988	3568
217	992	3560
218	995	3550
219	998	3539
220	1000	3527
221	1002	3514
222	1005	3502
223	1008	3492
224	1011	3482
225	1014	3472
226	1015	3459
227	1018	3449
228	1020	3437
229	1023	3426
230	1026	3415
231	1028	3404
232	1030	3393
233	1033	3383
234	1036	3373
235	1039	3364
236	1042	3355
237	1044	3345
238	1047	3336
239	1050	3325
240	1053	3317
241	1056	3308
242	1060	3304
243	1064	3297
244	1067	3290
245	1072	3286
246	1080	3292
247	1083	3284
248	1085	3275
249	1093	3279
250	1100	3285
251	1108	3291
252	1119	3306
253	1130	3320
254	1137	3322
255	1143	3324
256	1150	3327
257	1158	3332
258	1166	3338
259	1179	3355
260	1183	3352
261	1194	3364
262	1205	3378
263	1214	3384
264	1221	3388
265	1230	3396
266	1240	3406
267	1247	3407
268	1256	3414
269	1262	3412
270	1266	3406
271	1270	3399
272	1273	3392
273	1276	3381
274	1280	3374
275	1286	3374
276	1288	3363
277	1291	3354
278	1294	3344
279	1296	3334
280	1302	3332
281	1305	3324
282	1311	3321
283	1314	3313
284	1316	3303
285	1319	3293
286	1322	3285
287	1325	3276
288	1328	3267
289	1331	3259
290	1333	3250
291	1336	3241
292	1339	3232
293	1342	3223
294	1345	3214
295	1347	3205
296	1350	3196
297	1353	3188
298	1356	3179
299	1358	3170
300	1362	3164
301	1366	3158
302	1371	3155
303	1381	3161
304	1388	3163
305	1391	3156
306	1396	3151
307	1399	3145
308	1403	3139
309	1407	3132
310	1410	3125
311	1414	3120
312	1418	3112
313	1420	3104
314	1426	3102
315	1430	3095
316	1432	3087
317	1435	3078
318	1438	3071
319	1446	3074
320	1452	3071
321	1458	3070
322	1465	3070
323	1472	3072
324	1479	3072
325	1486	3073
326	1495	3078
327	1503	3079
328	1516	3092
329	1529	3106
330	1540	3113
331	1550	3118
332	1559	3124
333	1567	3124
334	1573	3122
335	1578	3118
336	1580	3110
337	1583	3101
338	1586	3093
339	1588	3084
340	1591	3076
341	1594	3068
342	1597	3059
343	1600	3051
344	1603	3043
345	1605	3035
346	1608	3027
347	1612	3021
348	1616	3015
349	1618	3006
350	1621	2998
351	1624	2991
352	1628	2983
353	1630	2976
354	1633	2968
355	1636	2960
356	1639	2953
357	1642	2945
358	1645	2938
359	1648	2930
360	1651	2922
361	1653	2915
362	1657	2909
363	1661	2902
364	1665	2897
365	1668	2891
366	1672	2884
367	1677	2880
368	1680	2874
369	1684	2868
370	1689	2864
371	1692	2857
372	1695	2849
373	1698	2842
374	1700	2834
375	1703	2827
376	1706	2819
377	1709	2812
378	1712	2805
379	1715	2798
380	1717	2791
381	1720	2783
382	1723	2775
383	1725	2768
384	1728	2761
385	1731	2754
386	1734	2747
387	1737	2740
388	1739	2732
389	1742	2725
390	1745	2719
391	1748	2711
392	1751	2704
393	1755	2700
394	1759	2695
395	1762	2688
396	1765	2681
397	1768	2674
398	1770	2667
399	1773	2660
400	1777	2654
401	1779	2647
402	1782	2640
403	1789	2639
404	1796	2638
405	1798	2631
406	1801	2624
407	1804	2618
408	1807	2611
409	1812	2608
410	1815	2601
411	1820	2597
412	1824	2592
413	1828	2587
414	1831	2582
415	1834	2575
416	1837	2569
417	1841	2563
418	1844	2557
419	1847	2551
420	1850	2544
421	1853	2538
422	1856	2532
423	1859	2526
424	1862	2519
425	1865	2513
426	1867	2506
427	1870	2500
428	1874	2494
429	1877	2489
430	1880	2483
431	1883	2477
432	1887	2471
433	1892	2467
434	1896	2462
435	1899	2457
436	1903	2452
437	1911	2452
438	1916	2449
439	1922	2447
440	1931	2448
441	1943	2453
442	1972	2479
443	1981	2481
444	1988	2479
445	1997	2480
446	2003	2478
447	2008	2475
448	2012	2470
449	2018	2467
450	2025	2465
451	2030	2461
452	2039	2462
453	2043	2457
454	2046	2451
455	2049	2445
456	2052	2438
457	2055	2432
458	2059	2426
459	2062	2420
460	2064	2414
461	2068	2408
462	2071	2402
463	2073	2395
464	2076	2389
465	2079	2382
466	2082	2376
467	2084	2370
468	2088	2364
469	2092	2359
470	2095	2354
471	2099	2349
472	2103	2343
473	2107	2338
474	2110	2332
475	2113	2327
476	2116	2320
477	2120	2315
478	2123	2310
479	2127	2304
480	2130	2299
481	2134	2293
482	2137	2287
483	2140	2282
484	2143	2276
485	2147	2271
486	2150	2265
487	2153	2259
488	2156	2253
489	2159	2247
490	2161	2241
491	2164	2234
492	2167	2229
493	2171	2223
494	2173	2217
495	2176	2211
496	2178	2204
497	2181	2198
498	2184	2192
499	2186	2186
500	2189	2180
501	2192	2174
502	2195	2169
503	2197	2163
504	2201	2157
505	2203	2151
506	2206	2145
507	2209	2139
508	2211	2133
509	2214	2127
510	2217	2121
511	2220	2116
512	2223	2110
513	2226	2105
514	2231	2101
515	2235	2096
516	2238	2091
517	2243	2087
518	2246	2082
519	2250	2077
520	2253	2072
521	2258	2067
522	2261	2062
523	2266	2058
524	2269	2053
525	2273	2049
526	2277	2044
527	2281	2039
528	2285	2034
529	2288	2029
530	2292	2024
531	2295	2019
532	2298	2013
533	2300	2007
534	2303	2001
535	2305	1996
536	2308	1990
537	2311	1985
538	2314	1979
539	2317	1973
540	2320	1968
541	2323	1963
542	2325	1957
543	2329	1953
544	2335	1949
545	2339	1945
546	2343	1940
547	2347	1936
548	2351	1931
549	2355	1927
550	2361	1924
551	2369	1922
552	2376	1920
553	2381	1917
554	2387	1913
555	2392	1910
556	2397	1906
557	2402	1903
558	2405	1897
559	2410	1893
560	2413	1888
561	2418	1884
562	2424	1882
563	2429	1878
564	2435	1875
565	2441	1871
566	2443	1866
567	2446	1860
568	2450	1855
569	2454	1851
570	2457	1846
571	2461	1841
572	2465	1837
573	2469	1832
574	2472	1827
575	2475	1821
576	2478	1816
577	2481	1811
578	2485	1806
579	2488	1801
580	2491	1796
581	2495	1792
582	2499	1788
583	2505	1784
584	2511	1781
585	2516	1777
586	2522	1774
587	2527	1771
588	2533	1767
589	2538	1763
590	2542	1759
591	2546	1755
592	2551	1750
593	2554	1745
594	2560	1742
595	2564	1738
596	2567	1733
597	2571	1728
598	2575	1724
599	2579	1719
600	2583	1715
601	2586	1710
602	2591	1706
603	2595	1701
604	2598	1696
605	2602	1692
606	2606	1687
607	2610	1683
608	2613	1677
609	2616	1672
610	2619	1667
611	2623	1663
612	2626	1658
613	2629	1653
614	2633	1648
615	2638	1644
616	2644	1641
617	2649	1637
618	2655	1634
619	2661	1630
620	2666	1627
621	2671	1623
622	2676	1619
623	2681	1615
624	2684	1610
625	2688	1606
626	2692	1601
627	2695	1596
628	2699	1592
629	2702	1587
630	2706	1582
631	2708	1577
632	2715	1574
633	2718	1569
634	2721	1564
635	2725	1559
636	2728	1555
637	2732	1550
638	2736	1545
639	2739	1541
640	2743	1536
