iter	Passed	Remaining
0	4	4519
1	8	4223
2	14	4822
3	18	4694
4	23	4769
5	27	4564
6	30	4381
7	33	4189
8	36	4055
9	39	3927
10	43	3869
11	45	3758
12	47	3634
13	50	3526
14	52	3426
15	54	3357
16	56	3288
17	59	3255
18	62	3231
19	65	3185
20	67	3141
21	69	3109
22	72	3072
23	74	3031
24	76	2989
25	79	2963
26	80	2913
27	83	2894
28	86	2882
29	88	2855
30	91	2857
31	95	2874
32	97	2870
33	100	2857
34	103	2860
35	106	2848
36	108	2824
37	110	2808
38	113	2800
39	115	2780
40	118	2760
41	120	2753
42	123	2742
43	125	2732
44	128	2720
45	130	2716
46	133	2699
47	135	2691
48	138	2687
49	141	2686
50	145	2707
51	148	2705
52	151	2712
53	155	2718
54	158	2723
55	161	2723
56	166	2750
57	169	2759
58	172	2747
59	175	2745
60	178	2747
61	181	2738
62	183	2731
63	186	2722
64	188	2706
65	191	2704
66	193	2700
67	197	2705
68	200	2708
69	203	2707
70	206	2698
71	208	2690
72	211	2685
73	214	2679
74	216	2674
75	219	2669
76	222	2663
77	224	2657
78	230	2685
79	235	2711
80	239	2714
81	242	2717
82	245	2713
83	248	2706
84	250	2701
85	253	2691
86	255	2682
87	258	2674
88	260	2668
89	262	2658
90	265	2655
91	268	2647
92	270	2638
93	273	2633
94	276	2635
95	279	2634
96	282	2629
97	287	2642
98	289	2638
99	293	2640
100	296	2639
101	299	2634
102	302	2634
103	305	2636
104	308	2633
105	311	2630
106	314	2625
107	317	2620
108	319	2611
109	322	2607
110	324	2600
111	327	2593
112	329	2586
113	332	2583
114	334	2574
115	337	2569
116	339	2563
117	342	2561
118	345	2560
119	348	2554
120	351	2551
121	353	2545
122	356	2541
123	359	2537
124	361	2531
125	364	2525
126	366	2522
127	369	2520
128	372	2513
129	374	2504
130	376	2497
131	378	2491
132	381	2487
133	384	2482
134	387	2481
135	390	2478
136	392	2473
137	394	2465
138	397	2460
139	399	2455
140	402	2449
141	406	2453
142	409	2452
143	411	2446
144	414	2443
145	417	2444
146	420	2442
147	425	2447
148	428	2446
149	431	2447
150	435	2449
151	438	2448
152	441	2444
153	445	2446
154	448	2443
155	450	2436
156	452	2431
157	455	2428
158	457	2422
159	460	2415
160	462	2411
161	465	2407
162	468	2405
163	471	2401
164	475	2408
165	479	2410
166	483	2410
167	486	2408
168	490	2410
169	493	2410
170	496	2408
171	499	2404
172	502	2401
173	505	2398
174	508	2395
175	510	2390
176	513	2386
177	515	2381
178	518	2378
179	520	2372
180	523	2367
181	526	2364
182	529	2363
183	531	2358
184	535	2357
185	539	2361
186	543	2362
187	547	2363
188	551	2365
189	556	2370
190	559	2370
191	562	2368
192	566	2368
193	570	2368
194	573	2369
195	576	2364
196	579	2360
197	582	2359
198	585	2356
199	588	2353
200	592	2355
201	596	2354
202	599	2354
203	601	2347
204	604	2342
205	607	2339
206	609	2335
207	614	2340
208	617	2336
209	620	2332
210	622	2328
211	625	2325
212	628	2322
213	631	2320
214	634	2316
215	637	2312
216	640	2312
217	645	2315
218	650	2320
219	654	2319
220	658	2319
221	662	2321
222	667	2326
223	672	2328
224	676	2331
225	680	2331
226	683	2328
227	688	2330
228	693	2333
229	698	2337
230	701	2334
231	704	2332
232	708	2332
233	711	2329
234	715	2329
235	718	2325
236	720	2320
237	723	2316
238	726	2313
239	728	2308
240	732	2306
241	735	2304
242	738	2299
243	741	2296
244	743	2292
245	746	2287
246	748	2282
247	751	2277
248	753	2273
249	756	2270
250	759	2265
251	761	2260
252	764	2256
253	766	2251
254	769	2247
255	772	2245
256	775	2241
257	778	2239
258	781	2235
259	783	2230
260	786	2227
261	790	2227
262	794	2227
263	799	2227
264	803	2227
265	806	2225
266	809	2223
267	813	2222
268	817	2221
269	821	2220
270	825	2220
271	829	2219
272	832	2217
273	836	2215
274	839	2212
275	842	2211
276	846	2208
277	848	2204
278	851	2200
279	854	2198
280	858	2196
281	864	2199
282	867	2198
283	870	2194
284	872	2189
285	875	2186
286	878	2182
287	881	2179
288	884	2175
289	887	2172
290	889	2167
291	892	2164
292	895	2160
293	898	2156
294	900	2152
295	903	2148
296	905	2144
297	908	2140
298	911	2135
299	913	2132
300	918	2132
301	921	2130
302	926	2130
303	929	2128
304	932	2126
305	936	2124
306	940	2122
307	944	2121
308	947	2119
309	953	2121
310	956	2118
311	959	2116
312	962	2112
313	966	2110
314	968	2106
315	971	2103
316	974	2099
317	976	2094
318	980	2093
319	983	2089
320	986	2086
321	989	2082
322	992	2080
323	995	2076
324	997	2072
325	1000	2069
326	1003	2066
327	1006	2062
328	1009	2059
329	1013	2057
330	1016	2055
331	1019	2052
332	1022	2047
333	1024	2043
334	1028	2040
335	1030	2036
336	1033	2033
337	1037	2031
338	1040	2028
339	1044	2027
340	1048	2027
341	1052	2025
342	1056	2022
343	1062	2026
344	1065	2023
345	1069	2021
346	1074	2022
347	1078	2020
348	1082	2019
349	1086	2016
350	1089	2014
351	1092	2010
352	1095	2007
353	1098	2003
354	1101	2001
355	1104	1997
356	1108	1997
357	1111	1993
358	1114	1990
359	1118	1988
360	1122	1986
361	1124	1982
362	1127	1979
363	1130	1975
364	1133	1971
365	1136	1968
366	1140	1967
367	1143	1963
368	1146	1960
369	1149	1956
370	1152	1953
371	1155	1949
372	1157	1945
373	1160	1942
374	1162	1937
375	1165	1933
376	1167	1929
377	1170	1925
378	1172	1921
379	1175	1917
380	1179	1916
381	1182	1913
382	1184	1908
383	1187	1904
384	1190	1900
385	1192	1897
386	1195	1893
387	1198	1889
388	1203	1890
389	1209	1891
390	1212	1889
391	1216	1886
392	1220	1885
393	1224	1883
394	1228	1881
395	1231	1879
396	1235	1876
397	1238	1873
398	1241	1869
399	1244	1866
400	1246	1862
401	1249	1858
402	1253	1856
