iter	Accuracy	Logloss
0	0.7917705736	0.6778782596
1	0.7917705736	0.6645445472
2	0.7917705736	0.6506119089
3	0.7817955112	0.6382088269
4	0.7805486284	0.6257972991
5	0.7867830424	0.6169647669
6	0.7817955112	0.6073084826
7	0.7855361596	0.5970865766
8	0.7817955112	0.5887258574
9	0.7842892768	0.579836063
10	0.7855361596	0.572365961
11	0.7867830424	0.5646925175
12	0.7867830424	0.5578527386
13	0.7867830424	0.549844564
14	0.7855361596	0.5439207198
15	0.789276808	0.5387658217
16	0.7930174564	0.5324165077
17	0.7980049875	0.5276929267
18	0.7905236908	0.5230957343
19	0.7942643392	0.5185798272
20	0.7917705736	0.5143025325
21	0.7917705736	0.510907197
22	0.7855361596	0.5072514157
23	0.7855361596	0.503595281
24	0.7855361596	0.4995342368
25	0.7930174564	0.4957247621
26	0.7955112219	0.4924260016
27	0.7955112219	0.4895740089
28	0.7967581047	0.4884237372
29	0.7967581047	0.4859484449
30	0.7955112219	0.4837237211
31	0.7967581047	0.4814249087
32	0.7967581047	0.4802711627
33	0.7967581047	0.4775907917
34	0.8054862843	0.4748758172
35	0.8042394015	0.4735569104
36	0.8054862843	0.4724456253
37	0.8054862843	0.4709682512
38	0.8079800499	0.4692779782
39	0.8117206983	0.4679545828
40	0.8104738155	0.465649487
41	0.8104738155	0.4642295768
42	0.8104738155	0.4628789464
43	0.8104738155	0.4613698612
44	0.8104738155	0.4598626692
45	0.8142144638	0.4581754675
46	0.812967581	0.4566803797
47	0.812967581	0.4556534102
48	0.812967581	0.4540127709
49	0.812967581	0.4513715312
50	0.812967581	0.4508995901
51	0.812967581	0.4503418225
52	0.8142144638	0.4499604385
53	0.812967581	0.448595794
54	0.8142144638	0.4477164588
55	0.8179551122	0.4458941503
56	0.8167082294	0.4443126342
57	0.8179551122	0.443088023
58	0.8167082294	0.4424176315
59	0.8179551122	0.4408554348
60	0.8179551122	0.4394865219
61	0.8179551122	0.4380118666
62	0.819201995	0.4372491496
63	0.8204488778	0.4360877568
