iter	Passed	Remaining
0	5	5334
1	10	5421
2	14	4682
3	16	4038
4	18	3723
5	22	3694
6	24	3488
7	27	3419
8	29	3302
9	33	3295
10	36	3285
11	39	3217
12	41	3153
13	43	3096
14	46	3068
15	49	3028
16	54	3127
17	58	3196
18	63	3268
19	67	3329
20	73	3442
21	78	3470
22	83	3556
23	88	3614
24	93	3653
25	102	3838
26	107	3878
27	115	4009
28	118	3977
29	122	3959
30	129	4041
31	136	4135
32	144	4228
33	150	4268
34	158	4369
35	168	4522
36	178	4644
37	198	5016
38	203	5026
39	212	5100
40	218	5099
41	222	5073
42	226	5029
43	228	4971
44	232	4931
45	235	4889
46	239	4858
47	242	4817
48	245	4773
49	248	4722
50	251	4676
51	257	4685
52	259	4645
53	262	4602
54	265	4566
55	270	4559
56	275	4551
57	280	4550
58	284	4542
59	287	4505
60	290	4471
61	293	4436
62	295	4397
63	298	4371
64	301	4340
65	306	4342
66	310	4324
67	314	4316
68	318	4299
69	322	4281
70	325	4262
71	329	4241
72	332	4227
73	335	4197
74	338	4168
75	342	4168
76	346	4155
77	350	4141
78	354	4127
79	357	4113
80	361	4098
81	365	4086
82	369	4078
83	372	4064
84	376	4048
85	378	4026
86	381	4004
87	384	3988
88	387	3966
89	390	3947
90	394	3939
91	397	3919
92	400	3903
93	403	3888
94	407	3878
95	409	3860
96	411	3834
97	415	3819
98	418	3805
99	421	3795
100	425	3784
101	428	3773
102	431	3757
103	435	3749
104	438	3739
105	442	3728
106	445	3715
107	448	3701
108	454	3719
109	458	3711
110	463	3714
111	467	3704
112	473	3717
113	480	3733
114	491	3783
115	514	3917
116	519	3916
117	524	3919
118	528	3914
119	531	3898
120	534	3882
121	537	3867
122	540	3852
123	543	3838
124	545	3821
125	548	3807
126	551	3792
127	555	3783
128	559	3774
129	561	3757
130	564	3743
131	567	3731
132	570	3721
133	573	3708
134	577	3700
135	581	3692
136	584	3682
137	587	3672
138	591	3663
139	595	3656
140	598	3644
141	602	3640
142	607	3638
143	612	3639
144	616	3633
145	623	3644
146	632	3672
